Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 1117,Action,2011,1.4,983190,Asia,18-24,Basic,173.9,0.55
Show 1118,Comedy,2010,3.5,795944,Europe,55-64,Premium,172.4,0.39
Show 1119,Sci-Fi,2006,9.6,255703,Australia,55-64,Premium,31.7,0.91
Show 1120,Drama,2003,9.6,420882,Australia,65+,Basic,60.2,0.13
Show 1121,Drama,2018,4.2,152702,North America,25-34,Basic,179.1,0.13
Show 1122,Sci-Fi,2000,1.4,122907,Africa,35-44,Standard,103.9,0.64
Show 1123,Romance,2023,2.6,210591,Europe,18-24,Basic,115.9,0.82
Show 1124,Comedy,2002,4.5,398852,Australia,55-64,Basic,55,0.78
Show 1125,Romance,2012,9.5,926279,Australia,45-54,Basic,164.2,0.17
Show 1126,Action,2014,2.3,990461,Australia,45-54,Premium,64.7,0.96
Show 1127,Drama,2001,7.9,593879,Asia,35-44,Basic,58.4,0.73
Show 1128,Drama,2010,2,528869,Africa,25-34,Standard,64.2,0.95
Show 1129,Documentary,2003,9.8,214633,South America,25-34,Standard,167.9,0.4
Show 1130,Action,2018,4.4,473032,Australia,25-34,Standard,135.4,0.72
Show 1131,Drama,2016,8,762847,Europe,65+,Basic,145.3,0.87
Show 1132,Action,2002,4.1,802783,Australia,45-54,Premium,86.6,0.44
Show 1133,Comedy,2017,6.6,906832,Africa,25-34,Basic,166.4,0.97
Show 1134,Thriller,2007,2.7,649821,South America,45-54,Basic,148.4,0.34
Show 1135,Drama,2021,2.3,632915,Asia,35-44,Standard,142.6,0.38
Show 1136,Documentary,2023,9.4,453400,North America,18-24,Basic,175.6,0.93
Show 1137,Comedy,2018,9.3,133381,Europe,65+,Premium,84.9,0.97
Show 1138,Sci-Fi,2004,9,771552,North America,55-64,Standard,121.6,0.36
Show 1139,Action,2006,6.6,362851,Asia,35-44,Premium,166.5,0.22
Show 1140,Sci-Fi,2020,8.3,991684,Africa,45-54,Premium,148.6,0.78
Show 1141,Romance,2007,1.6,348822,Africa,35-44,Premium,114.5,0.94
Show 1142,Comedy,2004,4,602597,Asia,55-64,Basic,41.4,0.64
Show 1143,Sci-Fi,2016,3.8,754362,Australia,65+,Basic,127.9,0.67
Show 1144,Drama,2004,6.7,802210,Asia,18-24,Basic,109,0.79
Show 1145,Action,2003,4.2,672861,Europe,55-64,Basic,57.6,0.24
Show 1146,Thriller,2021,2.3,904145,South America,65+,Standard,162.3,0.98
Show 1147,Comedy,2018,6.4,924612,North America,45-54,Basic,81.5,0.43
Show 1148,Drama,2020,8.3,493121,North America,55-64,Standard,88.1,0.67
Show 1149,Documentary,2001,4.4,41382,Africa,35-44,Premium,130.9,0.52
Show 1150,Romance,2010,2.2,751714,Australia,25-34,Standard,103.3,0.52
Show 1151,Action,2021,2.8,867219,Africa,35-44,Basic,43.4,0.73
Show 1152,Comedy,2012,3.1,28341,Europe,45-54,Standard,88.1,1
Show 1153,Comedy,2014,3.7,999718,Asia,18-24,Basic,44.2,0.69
Show 1154,Thriller,2011,6.8,674727,North America,55-64,Basic,58.6,0.81
Show 1155,Thriller,2021,6.4,911399,Europe,18-24,Standard,31.1,0.12
Show 1156,Documentary,2020,7.3,231280,Africa,45-54,Standard,57.2,0.83
Show 1157,Romance,2021,4.3,660354,Africa,55-64,Premium,79.6,0.37
Show 1158,Documentary,2010,8.4,205940,North America,65+,Premium,110.7,0.21
Show 1159,Drama,2006,2.8,410218,Africa,65+,Premium,167.9,0.2
Show 1160,Drama,2004,5.2,788540,Australia,35-44,Premium,111,0.71
Show 1161,Documentary,2016,8.2,615108,Africa,35-44,Premium,135.8,1
Show 1162,Romance,2023,2.6,64949,South America,45-54,Standard,83.7,0.7
Show 1163,Documentary,2019,2,413916,Asia,65+,Premium,142.7,0.34
Show 1164,Romance,2008,9,739665,Africa,55-64,Standard,123.1,0.28
Show 1165,Romance,2013,4.1,591831,South America,65+,Premium,99,0.57
Show 1166,Sci-Fi,2011,7.2,951822,Europe,35-44,Basic,59.1,0.16
Show 1167,Action,2005,1.2,488075,Africa,45-54,Premium,75.5,0.46
Show 1168,Romance,2016,7.2,819042,Australia,65+,Basic,123.1,0.7
Show 1169,Thriller,2018,3.8,995003,Europe,45-54,Standard,93.9,0.97
Show 1170,Romance,2018,1.5,791166,Africa,65+,Premium,163.4,0.48
Show 1171,Romance,2015,6.5,517472,North America,18-24,Standard,65.2,0.28
Show 1172,Romance,2011,3.2,733734,South America,65+,Premium,41,0.84
Show 1173,Sci-Fi,2011,4.5,332370,South America,35-44,Standard,118.4,0.77
Show 1174,Sci-Fi,2019,1.7,836599,North America,55-64,Premium,162.9,0.87
Show 1175,Drama,2005,2.3,213851,Asia,35-44,Premium,84.7,0.29
Show 1176,Sci-Fi,2022,3.7,164011,Australia,35-44,Basic,127.2,0.46
Show 1177,Thriller,2003,1.8,459581,South America,35-44,Standard,64.7,0.98
Show 1178,Thriller,2005,9.2,72381,Europe,45-54,Standard,113.8,0.24
Show 1179,Sci-Fi,2010,1.1,838142,Australia,25-34,Standard,148,0.7
Show 1180,Documentary,2000,5.4,283910,South America,25-34,Standard,160.1,0.31
Show 1181,Action,2023,2.1,107416,Asia,18-24,Standard,45.8,0.55
Show 1182,Sci-Fi,2022,3.8,542068,Europe,35-44,Basic,83.5,0.82
Show 1183,Romance,2014,9.3,53458,Australia,25-34,Premium,125.9,0.54
Show 1184,Comedy,2010,2.5,847653,Europe,18-24,Basic,35.2,0.82
Show 1185,Action,2018,9.7,516714,North America,45-54,Standard,133.6,0.48
Show 1186,Action,2017,2.9,506608,Africa,35-44,Standard,109.2,1
Show 1187,Thriller,2016,7.7,792941,North America,55-64,Premium,73.3,0.49
Show 1188,Action,2018,5.9,356637,Australia,45-54,Basic,152.2,0.23
Show 1189,Sci-Fi,2020,9,432562,Africa,18-24,Premium,73.5,0.46
Show 1190,Romance,2013,6,908282,North America,45-54,Premium,178.7,0.77
Show 1191,Romance,2017,5.8,182946,Africa,55-64,Basic,152.5,0.86
Show 1192,Drama,2018,2.8,948652,South America,45-54,Premium,136.2,0.51
Show 1193,Romance,2014,2.5,36533,Europe,18-24,Basic,39.2,0.64
Show 1194,Romance,2014,9.2,899576,Africa,55-64,Basic,165.6,0.86
Show 1195,Thriller,2003,4,389546,South America,55-64,Standard,148.5,0.83
Show 1196,Romance,2006,4.3,869899,Asia,45-54,Premium,64.4,0.69
Show 1197,Drama,2012,7.8,268503,North America,55-64,Standard,88.8,0.83
Show 1198,Comedy,2002,4,124119,Asia,45-54,Premium,70.3,0.62
Show 1199,Sci-Fi,2015,9.6,226140,Australia,35-44,Premium,177.7,0.1
Show 1200,Thriller,2008,7.6,982817,South America,55-64,Standard,158.1,0.14
Show 1201,Comedy,2007,6.4,287488,Asia,45-54,Standard,169.5,0.98
Show 1202,Thriller,2019,8.9,909931,Asia,35-44,Standard,148.3,0.23
Show 1203,Documentary,2012,1.4,336922,South America,55-64,Basic,98.5,0.46
Show 1204,Action,2016,3.3,287745,Europe,35-44,Premium,60.8,0.94
Show 1205,Documentary,2016,5.2,250840,Africa,65+,Basic,61.2,0.28
Show 1206,Romance,2016,3,941620,Australia,55-64,Premium,52.8,0.86
Show 1207,Comedy,2000,7.7,717345,Australia,65+,Premium,112,0.84
Show 1208,Romance,2007,9.3,368157,North America,18-24,Basic,168,0.99
Show 1209,Action,2018,4.8,777470,Africa,18-24,Basic,178.8,0.35
Show 1210,Thriller,2005,4.1,516545,North America,45-54,Premium,73.1,0.38
Show 1211,Action,2002,9.7,297926,Australia,25-34,Standard,134.6,0.91
Show 1212,Drama,2004,5,640383,Africa,65+,Standard,119.6,0.31
Show 1213,Action,2012,5.4,448035,Asia,65+,Standard,103.3,0.59
Show 1214,Drama,2014,4.2,991539,Europe,18-24,Standard,129.9,0.74
Show 1215,Action,2013,9.2,364267,Asia,65+,Premium,85.7,0.34
Show 1216,Sci-Fi,2022,6.1,835890,Europe,25-34,Standard,171.7,0.94
Show 1217,Drama,2015,7.9,915657,South America,35-44,Standard,135.8,0.7
Show 1218,Comedy,2017,8.3,668440,North America,35-44,Standard,143.1,0.14
Show 1219,Romance,2021,4.1,694317,North America,25-34,Premium,66.4,0.22
Show 1220,Romance,2021,4.9,412124,South America,65+,Basic,55.3,0.27
Show 1221,Documentary,2010,8.6,363332,Africa,65+,Standard,89.2,0.32
Show 1222,Romance,2002,4.3,756240,South America,65+,Premium,145,0.76
Show 1223,Thriller,2021,8.1,126292,Australia,45-54,Premium,170.8,0.18
Show 1224,Sci-Fi,2009,9.5,95570,South America,55-64,Standard,94.1,0.42
Show 1225,Action,2009,6.6,489540,Europe,25-34,Basic,146.1,0.92
Show 1226,Documentary,2020,7.7,128791,Australia,25-34,Basic,100.6,0.6
Show 1227,Thriller,2015,8.2,969986,South America,25-34,Basic,74.3,0.34
Show 1228,Thriller,2011,8.6,497545,North America,25-34,Premium,140.9,0.96
Show 1229,Drama,2001,4.6,520689,Asia,25-34,Standard,149.7,0.32
Show 1230,Romance,2008,1.5,916723,Europe,65+,Standard,60.4,0.91
Show 1231,Comedy,2023,4.6,889807,Europe,45-54,Premium,75.8,0.75
Show 1232,Comedy,2002,7.1,567602,Africa,18-24,Standard,104.2,0.77
Show 1233,Documentary,2023,5.1,761349,Asia,65+,Standard,58,0.79
Show 1234,Sci-Fi,2014,7.7,735281,Europe,65+,Basic,169.3,0.56
Show 1235,Comedy,2002,4.2,481984,South America,55-64,Standard,118.7,0.83
Show 1236,Action,2018,6.7,376024,Europe,18-24,Standard,48.2,0.85
Show 1237,Comedy,2017,2.7,367470,Europe,25-34,Premium,57.6,0.42
Show 1238,Documentary,2007,7.7,151903,Europe,18-24,Premium,173.2,0.46
Show 1239,Comedy,2016,5.9,912458,Africa,45-54,Basic,140.7,0.9
Show 1240,Action,2007,2.8,942629,Europe,35-44,Premium,140.2,0.57
Show 1241,Drama,2006,3.6,853883,Europe,65+,Basic,40.9,0.88
Show 1242,Sci-Fi,2006,7.7,50708,Africa,18-24,Basic,164.3,0.66
Show 1243,Documentary,2002,5.3,809114,Australia,55-64,Standard,96.6,0.63
Show 1244,Drama,2000,2.9,369550,Asia,45-54,Basic,129,0.13
Show 1245,Drama,2003,9.7,481040,Australia,35-44,Standard,174,0.35
Show 1246,Drama,2004,7.4,171866,North America,45-54,Basic,45,0.55
Show 1247,Thriller,2000,9.6,326516,Africa,25-34,Premium,102.3,0.63
Show 1248,Sci-Fi,2014,4.8,568765,Africa,35-44,Premium,37.4,0.67
Show 1249,Romance,2004,5.3,976367,Europe,55-64,Premium,104.9,0.74
Show 1250,Sci-Fi,2012,9.1,488157,Europe,35-44,Basic,67.8,0.69
Show 1251,Thriller,2007,5.7,174809,North America,55-64,Basic,166.7,0.86
Show 1252,Romance,2007,7.4,138692,Europe,25-34,Standard,89.8,0.37
Show 1253,Sci-Fi,2004,3.3,499166,South America,55-64,Standard,125.1,0.68
Show 1254,Drama,2008,5,763529,Europe,45-54,Standard,159,0.15
Show 1255,Documentary,2000,2.1,782393,Europe,18-24,Standard,177.6,0.53
Show 1256,Romance,2003,2.9,171129,South America,45-54,Basic,105.6,0.34
Show 1257,Action,2002,1,962642,North America,65+,Basic,98.4,0.44
Show 1258,Action,2001,1.4,739750,South America,45-54,Standard,41.4,0.42
Show 1259,Comedy,2007,9.8,58024,Africa,35-44,Basic,31.9,0.15
Show 1260,Romance,2022,3.2,407893,South America,25-34,Basic,121.3,0.52
Show 1261,Documentary,2008,7,180183,Asia,65+,Basic,39.8,1
Show 1262,Thriller,2001,8.6,160146,Africa,65+,Basic,87.1,0.37
Show 1263,Drama,2013,6,547112,Europe,65+,Standard,30.5,0.76
Show 1264,Comedy,2013,2.4,923269,Africa,18-24,Standard,122.3,0.59
Show 1265,Action,2003,7.6,967943,North America,55-64,Basic,93.8,0.39
Show 1266,Thriller,2005,6.4,523534,North America,35-44,Premium,49.1,0.18
Show 1267,Thriller,2010,7.6,888583,South America,25-34,Standard,74.5,0.29
Show 1268,Drama,2002,7.9,53926,Africa,18-24,Standard,115.4,0.8
Show 1269,Romance,2007,9.8,172932,Europe,45-54,Premium,128.5,0.35
Show 1270,Action,2002,6.2,280119,North America,25-34,Standard,99.4,0.23
Show 1271,Documentary,2013,4.1,866309,Australia,65+,Premium,150.6,0.4
Show 1272,Thriller,2012,6.8,754037,Europe,25-34,Premium,46.9,0.63
Show 1273,Drama,2012,1.6,869302,Australia,25-34,Basic,42.7,0.73
Show 1274,Documentary,2001,9.1,774741,Asia,45-54,Standard,36.6,0.45
Show 1275,Romance,2012,2.1,610659,Australia,55-64,Premium,110.4,0.55
Show 1276,Action,2018,4,686908,North America,35-44,Basic,135.9,0.51
Show 1277,Romance,2005,8.3,368114,South America,65+,Standard,49.6,0.11
Show 1278,Thriller,2015,6.4,488791,Asia,55-64,Basic,125.8,0.46
Show 1279,Documentary,2001,4.5,627354,Africa,18-24,Basic,101.5,0.63
Show 1280,Documentary,2007,5.3,699096,Europe,65+,Premium,178.1,0.61
Show 1281,Documentary,2016,8.7,66562,North America,35-44,Standard,137.6,0.77
Show 1282,Thriller,2022,4.1,307553,Asia,18-24,Basic,128.6,0.7
Show 1283,Thriller,2001,8.8,801266,Asia,45-54,Premium,115.6,0.35
Show 1284,Romance,2009,1.8,631480,North America,55-64,Premium,179.6,0.33
Show 1285,Comedy,2015,8,530128,Africa,65+,Basic,177.1,0.52
Show 1286,Romance,2005,8.6,739769,Africa,25-34,Basic,110.7,0.76
Show 1287,Action,2001,2.6,36568,South America,35-44,Premium,98.3,0.18
Show 1288,Drama,2001,4.9,802278,Australia,65+,Basic,99.3,0.95
Show 1289,Documentary,2012,2.5,666259,Africa,25-34,Basic,94.3,0.59
Show 1290,Comedy,2023,7.4,615326,South America,65+,Standard,109.7,0.38
Show 1291,Drama,2014,5.8,202173,Australia,18-24,Premium,71,0.72
Show 1292,Comedy,2001,6.7,961277,Asia,25-34,Basic,169,0.14
Show 1293,Sci-Fi,2006,2.8,134789,North America,25-34,Premium,103.5,0.54
Show 1294,Romance,2002,2.9,374604,Africa,65+,Standard,156.3,0.54
Show 1295,Thriller,2007,1.4,506994,South America,45-54,Premium,101.3,0.25
Show 1296,Documentary,2022,3.9,79723,Asia,45-54,Premium,137.7,0.85
Show 1297,Romance,2013,6,995266,Africa,55-64,Premium,80.5,0.82
Show 1298,Drama,2023,8.7,768043,Europe,18-24,Standard,123.7,0.24
Show 1299,Sci-Fi,2022,7,371338,Asia,45-54,Standard,104.8,0.43
Show 1300,Sci-Fi,2021,4.9,902849,Africa,65+,Premium,85.1,0.19
Show 1301,Sci-Fi,2006,9.6,926815,Asia,45-54,Premium,162.2,0.86
Show 1302,Drama,2020,7.5,770110,North America,55-64,Standard,46.9,0.39
Show 1303,Drama,2006,9.4,586176,North America,35-44,Basic,103,0.5
Show 1304,Drama,2000,5.7,833048,North America,55-64,Standard,59.2,0.39
Show 1305,Drama,2016,3.3,712494,Australia,25-34,Premium,159.2,0.38
Show 1306,Sci-Fi,2008,1.5,489441,Europe,25-34,Basic,68,0.77
Show 1307,Sci-Fi,2020,7.5,797515,North America,45-54,Basic,125,0.77
Show 1308,Comedy,2012,2.1,672958,Europe,45-54,Basic,54.8,0.57
Show 1309,Romance,2020,3.7,349620,North America,55-64,Standard,90.7,0.69
Show 1310,Documentary,2018,5.8,97416,Australia,55-64,Standard,164.9,0.56
Show 1311,Thriller,2020,6.1,794012,Asia,65+,Standard,54.9,0.13
Show 1312,Sci-Fi,2018,6.4,652122,Africa,18-24,Standard,129.5,0.16
Show 1313,Thriller,2021,2.5,641436,Africa,65+,Premium,60.7,0.45
Show 1314,Romance,2016,4.4,717755,North America,25-34,Basic,92.4,0.77
Show 1315,Romance,2022,6.6,833753,Africa,65+,Premium,111.1,0.92
Show 1316,Thriller,2022,9.7,800818,North America,55-64,Standard,116.6,0.13
Show 1317,Sci-Fi,2009,7.5,320315,North America,65+,Standard,120.4,0.43
Show 1318,Thriller,2009,9.3,155594,South America,35-44,Premium,126,0.3
Show 1319,Comedy,2003,7.9,725892,South America,18-24,Basic,70.8,0.83
Show 1320,Action,2007,6.3,489976,South America,55-64,Basic,90.2,0.86
Show 1321,Sci-Fi,2021,2.7,937139,Europe,45-54,Standard,35.6,0.29
Show 1322,Sci-Fi,2019,7,923175,South America,65+,Standard,145.3,0.74
Show 1323,Documentary,2019,6.6,38545,North America,55-64,Standard,155.6,0.76
Show 1324,Drama,2017,6.4,190151,Australia,45-54,Standard,59.9,0.26
Show 1325,Action,2013,5.4,818287,Australia,45-54,Basic,60.2,0.49
Show 1326,Romance,2017,5.8,40790,Asia,25-34,Premium,36.3,0.66
Show 1327,Sci-Fi,2013,4,580300,South America,25-34,Basic,175.6,0.12
Show 1328,Thriller,2019,5.7,122827,Australia,55-64,Premium,151.1,0.46
Show 1329,Action,2020,2.8,265123,South America,55-64,Standard,84.1,0.24
Show 1330,Documentary,2023,8.2,19260,Asia,35-44,Standard,102.3,0.59
Show 1331,Romance,2014,2.7,201211,Australia,18-24,Premium,73.8,0.86
Show 1332,Drama,2021,1.8,792506,North America,18-24,Standard,119.6,0.57
Show 1333,Drama,2003,4.9,440892,Europe,55-64,Basic,137.6,0.13
Show 1334,Documentary,2012,6.9,145547,South America,25-34,Standard,97.1,0.13
Show 1335,Documentary,2022,4.9,214486,Australia,65+,Standard,161,0.64
Show 1336,Thriller,2007,3.5,151192,Australia,35-44,Standard,107.6,0.4
Show 1337,Sci-Fi,2017,6,421363,Asia,18-24,Standard,51.6,0.62
Show 1338,Drama,2011,4.1,269130,North America,55-64,Basic,123.3,0.25
Show 1339,Romance,2022,9.4,769489,Africa,25-34,Premium,99.3,0.8
Show 1340,Action,2013,9.3,692790,Australia,25-34,Standard,170.4,0.87
Show 1341,Romance,2001,5.5,767857,Europe,25-34,Standard,88.8,0.9
Show 1342,Comedy,2017,4,60479,Asia,65+,Basic,90.4,0.37
Show 1343,Comedy,2023,7.6,481182,Australia,45-54,Basic,127.6,0.69
Show 1344,Documentary,2001,1.3,397977,Australia,65+,Basic,109,0.35
Show 1345,Thriller,2010,5.3,269320,Asia,25-34,Standard,86.2,0.79
Show 1346,Comedy,2008,4,613546,Asia,55-64,Premium,178.5,0.21
Show 1347,Drama,2011,9.3,244423,South America,35-44,Basic,75.3,0.79
Show 1348,Romance,2016,1.1,382332,Australia,65+,Basic,71.6,0.5
Show 1349,Romance,2014,6,89153,Africa,55-64,Basic,159.7,0.87
Show 1350,Documentary,2016,7.7,722278,Europe,25-34,Premium,30.5,0.77
Show 1351,Sci-Fi,2017,5.4,788930,North America,35-44,Standard,60.2,0.44
Show 1352,Sci-Fi,2021,1.8,425331,North America,18-24,Standard,118.6,0.91
Show 1353,Action,2005,9.8,763272,Africa,18-24,Standard,54.4,0.36
Show 1354,Documentary,2016,5.7,82442,Asia,55-64,Basic,177.9,0.97
Show 1355,Action,2022,6.5,831434,Asia,35-44,Standard,99.6,0.79
Show 1356,Sci-Fi,2023,3.1,62124,Asia,55-64,Basic,119.6,0.99
Show 1357,Documentary,2017,5.4,929114,Australia,35-44,Premium,54.1,0.15
Show 1358,Documentary,2007,4.9,316896,Asia,35-44,Premium,73.4,0.35
Show 1359,Documentary,2008,1.7,264488,Asia,55-64,Standard,122.2,0.77
Show 1360,Sci-Fi,2005,2,83947,Australia,35-44,Basic,112.4,0.93
Show 1361,Action,2004,8.5,910404,Australia,65+,Basic,147.7,0.13
Show 1362,Action,2011,3.2,866148,Africa,25-34,Standard,70.4,0.1
Show 1363,Documentary,2010,2.8,446209,South America,35-44,Premium,128,0.33
Show 1364,Comedy,2000,5.5,801505,Australia,65+,Premium,73.6,0.87
Show 1365,Thriller,2010,7.9,828683,Europe,35-44,Premium,118,0.79
Show 1366,Sci-Fi,2018,1.6,101496,Asia,65+,Premium,120.8,0.41
Show 1367,Thriller,2008,6.2,731797,South America,55-64,Premium,48.3,0.1
Show 1368,Thriller,2001,2.1,830329,North America,18-24,Standard,112.3,0.6
Show 1369,Action,2011,1.3,973410,Africa,45-54,Standard,31.8,0.31
Show 1370,Action,2003,1.5,318760,South America,35-44,Standard,105.2,0.77
Show 1371,Comedy,2003,8.5,267037,Australia,45-54,Premium,134.6,0.5
Show 1372,Thriller,2017,2.1,506935,Asia,35-44,Premium,40.9,0.71
Show 1373,Thriller,2014,1.4,795914,Asia,55-64,Standard,170.8,0.87
Show 1374,Documentary,2018,4.9,375134,Asia,55-64,Standard,98.8,0.58
Show 1375,Action,2012,8.6,227036,South America,65+,Premium,170.8,0.4
Show 1376,Thriller,2018,3.4,471152,Asia,35-44,Basic,46.1,0.79
Show 1377,Romance,2016,4.8,699934,Australia,55-64,Standard,172.5,0.34
Show 1378,Comedy,2005,1.4,834716,South America,55-64,Premium,46.4,0.9
Show 1379,Romance,2015,5,340076,Asia,35-44,Premium,99.2,0.16
Show 1380,Romance,2023,6.2,274482,North America,65+,Standard,170.7,0.85
Show 1381,Sci-Fi,2011,6.1,178790,North America,65+,Basic,64.9,0.18
Show 1382,Sci-Fi,2018,4,148572,Europe,65+,Premium,35.2,0.15
Show 1383,Comedy,2004,3.8,147617,Asia,65+,Standard,149,0.43
Show 1384,Romance,2016,2,590768,Asia,18-24,Premium,119.4,0.96
Show 1385,Thriller,2022,4.3,665601,South America,35-44,Premium,107.1,0.99
Show 1386,Action,2000,1.9,225386,South America,18-24,Premium,35.2,0.28
Show 1387,Comedy,2023,7.9,945325,Asia,55-64,Premium,128,0.23
Show 1388,Documentary,2022,9.7,9695,Europe,18-24,Basic,55.7,0.42
Show 1389,Romance,2009,9.7,737426,Asia,65+,Standard,169.7,0.4
Show 1390,Comedy,2014,8.8,543606,Australia,55-64,Standard,132.9,0.78
Show 1391,Drama,2022,6.4,842366,South America,18-24,Standard,136.1,0.5
Show 1392,Drama,2020,7.3,420547,Asia,18-24,Standard,64.9,0.8
Show 1393,Sci-Fi,2020,3.6,388426,South America,35-44,Standard,162.1,0.77
Show 1394,Action,2010,6.7,713032,Asia,18-24,Basic,110.7,0.62
Show 1395,Thriller,2012,5.1,96891,Africa,55-64,Premium,158.6,0.85
Show 1396,Action,2004,5.3,475076,South America,65+,Premium,70.6,0.28
Show 1397,Action,2000,7.8,754045,Europe,35-44,Standard,143.3,0.25
Show 1398,Action,2023,3.5,73754,Africa,18-24,Premium,116.2,0.78
Show 1399,Action,2011,3.9,877109,Australia,35-44,Premium,37.3,0.32
Show 1400,Documentary,2010,9.3,893752,Asia,45-54,Premium,90.8,0.1
Show 1401,Documentary,2016,1.5,401053,Australia,35-44,Standard,57.6,0.92
Show 1402,Sci-Fi,2003,5.4,392405,South America,65+,Standard,83.9,0.66
Show 1403,Comedy,2014,9.2,518904,Africa,45-54,Basic,87.5,0.5
Show 1404,Drama,2008,6.5,372482,Australia,45-54,Standard,101.2,0.75
Show 1405,Action,2020,5.9,569365,Europe,35-44,Basic,120,0.4
Show 1406,Sci-Fi,2019,3.2,347059,South America,55-64,Standard,115.6,0.96
Show 1407,Comedy,2018,4.1,664599,Africa,65+,Premium,35.8,0.16
Show 1408,Drama,2018,8.7,246504,Australia,55-64,Basic,142.6,0.68
Show 1409,Romance,2011,6,296813,Africa,65+,Basic,172.4,0.8
Show 1410,Thriller,2004,5.6,840056,Africa,65+,Basic,82.3,0.52
Show 1411,Documentary,2009,1.9,866579,Australia,55-64,Standard,57,0.78
Show 1412,Romance,2016,1.1,664510,North America,25-34,Basic,111,0.93
Show 1413,Drama,2004,9.7,671469,Asia,45-54,Standard,135.7,0.77
Show 1414,Romance,2021,4.4,760110,South America,35-44,Basic,131.8,0.38
Show 1415,Thriller,2015,6.4,686376,South America,55-64,Standard,121.8,0.61
Show 1416,Sci-Fi,2006,1.7,672296,South America,55-64,Basic,51.9,0.92
Show 1417,Drama,2008,7.1,147108,Africa,35-44,Premium,155.5,0.5
Show 1418,Romance,2002,9.4,961740,Australia,45-54,Premium,93.8,0.71
Show 1419,Documentary,2014,6.2,150093,Asia,35-44,Basic,63.2,0.52
Show 1420,Documentary,2015,2.1,518694,Europe,65+,Standard,42.9,0.21
Show 1421,Comedy,2017,6.2,828375,South America,25-34,Standard,92.5,0.15
Show 1422,Romance,2013,7.9,118694,Australia,65+,Standard,122.7,0.96
Show 1423,Action,2002,4.7,239456,Asia,25-34,Premium,129.8,0.65
Show 1424,Romance,2011,8.9,217079,Asia,35-44,Premium,174.4,0.19
Show 1425,Sci-Fi,2008,6.8,249269,North America,65+,Premium,53,0.87
Show 1426,Drama,2006,9.1,448232,Australia,45-54,Standard,177.9,0.57
Show 1427,Drama,2008,6.6,421460,South America,65+,Standard,128.2,0.79
Show 1428,Sci-Fi,2012,2.2,461243,Africa,55-64,Standard,98.1,0.21
